customer_transaction_id,transaction_date,services_availed,Total_Service_Cost,Total_Item_Cost,Total_Transaction_Cost,Haircut,Hair Styling,Premium Bleach and Color,Premium Color,Hair Rebonding,Brazilian Blowout,Keratin Treatment,Traditional Hot Oil,Cellophane Hair Spa,Scalp Detox,Deep Hydration Hair Mask,Classic Manicure,Classic Pedicure,Callus-Removal Foot Spa,Gel Nail Extension,Eyebrow Threading,Eyebrow Tinting,Eyelash Extensions,Gluta IV Drip,Vitamin C Push,Underarm Waxing,Brazilian Waxing,Bikini Waxing,Leg Waxing,Full-Body Waxing
CTID168,2025-04-30,S00005,3500,2115,5615,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID169,2025-04-30,S00014,650,4375,5025,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CTID170,2025-04-30,"S00011, S00003, S00019",7800,3655,11455,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CTID171,2025-05-01,S00007,2500,5875,8375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID172,2025-05-01,"S00013, S00012",550,2315,2865,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID173,2025-05-01,"S00025, S00011, S00003, S00001",8150,4375,12525,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CTID174,2025-05-01,"S00017, S00001, S00006",3700,1065,4765,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CTID175,2025-05-02,"S00004, S00001",2850,1715,4565,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID176,2025-05-03,"S00013, S00012",550,3655,4205,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID177,2025-05-03,S00005,3500,3655,7155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID178,2025-05-04,"S00003, S00001",4850,1365,6215,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID179,2025-05-05,S00005,3500,1065,4565,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID180,2025-05-05,"S00013, S00012, S00014",1200,4375,5575,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID181,2025-05-05,"S00016, S00018",1000,4815,5815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
CTID182,2025-05-06,"S00013, S00012, S00008",1150,1465,2615,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID183,2025-05-06,S00019,2500,4855,7355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CTID184,2025-05-07,"S00016, S00018",1000,3655,4655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
CTID185,2025-05-07,S00016,150,1365,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CTID186,2025-05-08,"S00017, S00016",500,3655,4155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID187,2025-05-09,S00004,2500,3655,6155,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID188,2025-05-09,"S00017, S00016, S00018",1350,3655,5005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
CTID189,2025-05-09,"S00004, S00001",2850,2855,5705,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID190,2025-05-09,"S00017, S00016",500,4375,4875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID191,2025-05-10,"S00017, S00005, S00016",4000,3655,7655,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID192,2025-05-11,"S00013, S00012, S00014",1200,1065,2265,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID193,2025-05-11,"S00019, S00005, S00020",7000,4855,11855,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID194,2025-05-11,"S00001, S00006",3350,4375,7725,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID195,2025-05-12,S00012,250,4375,4625,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID196,2025-05-12,"S00022, S00008",1400,4375,5775,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CTID197,2025-05-12,"S00021, S00001, S00005",4150,4855,9005,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CTID198,2025-05-14,"S00013, S00012, S00014",1200,4815,6015,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID199,2025-05-14,S00025,2500,3655,6155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CTID200,2025-05-15,"S00003, S00001",4850,715,5565,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID201,2025-05-15,"S00019, S00020",3500,1715,5215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID202,2025-05-15,"S00017, S00016",500,4375,4875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID203,2025-05-15,"S00013, S00012, S00014",1200,1365,2565,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID204,2025-05-16,"S00011, S00004, S00015, S00001",4850,4815,9665,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CTID205,2025-05-16,S00001,350,1115,1465,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID206,2025-05-16,S00004,2500,1715,4215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID207,2025-05-17,"S00001, S00005",3850,4375,8225,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID208,2025-05-18,"S00013, S00012",550,1715,2265,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID209,2025-05-19,"S00013, S00001",650,2315,2965,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID210,2025-05-20,"S00013, S00024, S00012",1250,4815,6065,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
CTID211,2025-05-20,"S00017, S00016",500,5875,6375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID212,2025-05-21,S00007,2500,225,2725,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID213,2025-05-21,"S00017, S00010, S00016",1250,1065,2315,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID214,2025-05-21,"S00011, S00003, S00001",5650,4375,10025,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID215,2025-05-21,"S00013, S00012",550,465,1015,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID216,2025-05-21,"S00019, S00020",3500,4855,8355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID217,2025-05-21,S00004,2500,465,2965,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID218,2025-05-22,"S00009, S00005",4300,2315,6615,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID219,2025-05-22,"S00004, S00001",2850,4855,7705,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID220,2025-05-22,"S00013, S00004, S00012, S00014",3700,4815,8515,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID221,2025-05-23,"S00013, S00012",550,465,1015,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID222,2025-05-23,"S00017, S00009, S00016",1300,1465,2765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID223,2025-05-23,"S00013, S00012",550,3655,4205,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID224,2025-05-23,"S00013, S00012",550,2315,2865,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID225,2025-05-23,S00007,2500,1065,3565,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID226,2025-05-24,"S00019, S00005",6000,2855,8855,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CTID227,2025-05-25,"S00013, S00012, S00021",850,1365,2215,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
CTID228,2025-05-25,S00017,350,4855,5205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CTID229,2025-05-25,"S00003, S00020, S00001",5850,4855,10705,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CTID230,2025-05-25,"S00017, S00016",500,1365,1865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID231,2025-05-25,"S00013, S00012, S00014",1200,4855,6055,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID232,2025-05-26,"S00004, S00001",2850,3655,6505,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID233,2025-05-26,"S00013, S00012, S00014",1200,4855,6055,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID234,2025-05-26,"S00017, S00016",500,1655,2155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID235,2025-05-27,"S00017, S00016",500,4375,4875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID236,2025-05-27,"S00013, S00012, S00014",1200,4855,6055,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID237,2025-05-27,S00010,750,465,1215,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID238,2025-05-27,"S00019, S00018, S00020",4350,4855,9205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
CTID239,2025-05-28,"S00008, S00023",1100,1365,2465,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CTID240,2025-05-28,"S00011, S00004, S00015, S00001",4850,1065,5915,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CTID241,2025-05-28,S00016,150,715,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CTID242,2025-05-28,S00006,3000,4375,7375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID243,2025-05-29,S00020,1000,1715,2715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CTID244,2025-05-29,"S00013, S00012, S00014",1200,4855,6055,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID245,2025-05-29,"S00013, S00012, S00014",1200,6615,7815,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID246,2025-05-29,"S00013, S00012, S00014",1200,3655,4855,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID247,2025-05-30,S00003,4500,4855,9355,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID248,2025-05-30,S00007,2500,1715,4215,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID249,2025-05-31,"S00019, S00020",3500,4815,8315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID250,2025-05-31,"S00003, S00001",4850,1465,6315,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID251,2025-06-01,"S00013, S00012",550,1065,1615,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID252,2025-06-01,"S00017, S00016",500,4375,4875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID253,2025-06-02,S00006,3000,1365,4365,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID254,2025-06-04,"S00013, S00012",550,4815,5365,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID255,2025-06-04,"S00017, S00016, S00018",1350,1655,3005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
CTID256,2025-06-05,"S00005, S00016",3650,1465,5115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CTID257,2025-06-05,S00019,2500,3655,6155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CTID258,2025-06-06,"S00013, S00012, S00014",1200,4815,6015,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID259,2025-06-08,S00008,600,1655,2255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID260,2025-06-08,"S00019, S00020",3500,815,4315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID261,2025-06-08,"S00001, S00005",3850,4375,8225,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID262,2025-06-08,"S00013, S00012, S00014",1200,1715,2915,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID263,2025-06-08,"S00013, S00012",550,4810,5360,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID264,2025-06-09,"S00003, S00001",4850,4115,8965,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID265,2025-06-09,S00019,2500,3655,6155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CTID266,2025-06-09,S00022,800,1365,2165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CTID267,2025-06-10,"S00013, S00012, S00014",1200,6500,7700,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID268,2025-06-10,"S00017, S00016",500,4375,4875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID269,2025-06-11,"S00011, S00003, S00001",5650,3655,9305,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID270,2025-06-12,"S00011, S00004, S00001",3650,1715,5365,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID271,2025-06-12,"S00001, S00005",3850,6615,10465,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID272,2025-06-13,"S00013, S00012, S00014",1200,3655,4855,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID273,2025-06-14,"S00001, S00005",3850,1065,4915,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID274,2025-06-15,"S00004, S00001",2850,4855,7705,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID275,2025-06-15,"S00019, S00020",3500,1065,4565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID276,2025-06-16,S00019,2500,4375,6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CTID277,2025-06-16,"S00019, S00015, S00020",4700,1655,6355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
CTID278,2025-06-17,"S00013, S00012",550,815,1365,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID279,2025-06-17,"S00017, S00007, S00016",3000,2855,5855,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID280,2025-06-18,"S00011, S00003, S00001",5650,2855,8505,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID281,2025-06-18,S00007,2500,4910,7410,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID282,2025-06-18,"S00019, S00020",3500,3655,7155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID283,2025-06-19,"S00017, S00016",500,4815,5315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID284,2025-06-19,"S00011, S00004, S00001",3650,2590,6240,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID285,2025-06-19,S00005,3500,4375,7875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID286,2025-06-20,"S00011, S00003, S00001",5650,4855,10505,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID287,2025-06-20,"S00013, S00012",550,3655,4205,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID288,2025-06-20,"S00003, S00014",5150,4375,9525,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CTID289,2025-06-21,"S00011, S00003, S00001",5650,815,6465,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID290,2025-06-21,"S00017, S00007, S00016",3000,1655,4655,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID291,2025-06-21,"S00016, S00018",1000,4855,5855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
CTID292,2025-06-22,"S00011, S00003, S00001",5650,815,6465,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID293,2025-06-22,S00015,1200,4115,5315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CTID294,2025-06-22,"S00003, S00001",4850,1065,5915,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID295,2025-06-22,"S00003, S00001",4850,3655,8505,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID296,2025-06-22,"S00016, S00018",1000,4815,5815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
CTID297,2025-06-23,"S00013, S00012",550,4855,5405,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID298,2025-06-23,"S00019, S00020",3500,4815,8315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID299,2025-06-24,"S00013, S00003, S00012, S00014",5700,3655,9355,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID300,2025-06-24,"S00001, S00005",3850,4855,8705,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID301,2025-06-25,S00003,4500,3655,8155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID302,2025-06-25,"S00017, S00016",500,1655,2155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CTID303,2025-06-25,S00003,4500,1065,5565,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID304,2025-06-25,"S00013, S00012, S00014",1200,6800,8000,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID305,2025-06-26,"S00017, S00016, S00018",1350,2855,4205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
CTID306,2025-06-27,"S00011, S00003, S00001",5650,4375,10025,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID307,2025-06-27,"S00013, S00012, S00014",1200,3655,4855,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID308,2025-06-27,S00006,3000,4375,7375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID309,2025-06-27,"S00004, S00001",2850,3655,6505,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID310,2025-06-27,"S00013, S00012",550,4855,5405,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID311,2025-06-27,"S00013, S00012",550,2315,2865,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID312,2025-06-28,S00003,4500,4815,9315,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID313,2025-06-28,"S00019, S00020",3500,1365,4865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID314,2025-06-29,S00019,2500,3655,6155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CTID315,2025-06-29,"S00013, S00012, S00014",1200,1115,2315,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID316,2025-06-29,"S00006, S00005",6500,4855,11355,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID317,2025-07-01,"S00013, S00012",550,3655,4205,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID318,2025-07-01,"S00016, S00018",1000,4375,5375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
CTID319,2025-07-01,"S00013, S00012, S00002",1050,1065,2115,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID320,2025-07-01,"S00013, S00001, S00005",4150,6615,10765,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID321,2025-07-02,S00019,2500,4375,6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CTID322,2025-07-02,"S00003, S00019, S00001",7350,3655,11005,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CTID323,2025-07-02,S00006,3000,1065,4065,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID324,2025-07-03,"S00011, S00004",3300,5875,9175,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID325,2025-07-03,"S00019, S00020",3500,3655,7155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CTID326,2025-07-03,S00006,3000,1365,4365,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID327,2025-07-04,"S00013, S00012, S00014",1200,4375,5575,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CTID328,2025-07-04,S00015,1200,4375,5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CTID329,2025-07-04,S00007,2500,3655,6155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID330,2025-07-04,"S00013, S00012",550,815,1365,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CTID331,2025-07-05,S00007,2500,4855,7355,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID332,2025-07-05,"S00011, S00004",3300,4855,8155,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID333,2025-07-05,"S00016, S00018",1000,1465,2465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
CTID334,2025-07-06,"S00001, S00006",3350,715,4065,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID335,2025-07-06,S00024,700,4855,5555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CTID336,2025-07-06,S00016,150,4115,4265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CTID337,2025-07-06,S00019,2500,465,2965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CTID338,2025-07-06,S00001,350,5875,6225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTID339,2025-07-07,"S00025, S00001, S00006",5850,3655,9505,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
