hairstylist_transaction_id,customer_transaction_id,transaction_date,items_used,I00001,I00002,I00003,I00004,I00005,I00006,I00007,I00008,I00009,I00010,I00011,I00012,I00013,I00014,I00015,I00016,I00017,I00018,I00019,I00020,Total_Item_Cost,Total_Service_Cost,Total_Transaction_Cost
HTID152,CTID152,2025-04-29,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,13500,22500
HTID153,CTID153,2025-04-29,"I00014, I00016, I00013, I00015, I00018, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,11000,4000,15000
HTID154,CTID154,2025-04-29,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,11000,19250
HTID155,CTID155,2025-04-29,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,3000,11250
HTID156,CTID156,2025-04-29,"I00014, I00016, I00013, I00015, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,10000,10000,20000
HTID157,CTID157,2025-04-30,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,3000,11250
HTID158,CTID158,2025-04-30,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,12000,20250
HTID159,CTID159,2025-05-01,"I00001, I00004, I00007, I00003, I00017",1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6000,4000,10000
HTID160,CTID160,2025-05-01,"I00001, I00004, I00007, I00003, I00017",1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6000,5000,11000
HTID161,CTID161,2025-05-01,"I00014, I00016, I00013, I00015, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,9750,15000,24750
HTID162,CTID162,2025-05-01,"I00014, I00016, I00013, I00018, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,10000,13500,23500
HTID163,CTID163,2025-05-01,"I00014, I00016, I00013, I00015, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,10000,19500,29500
HTID164,CTID164,2025-05-01,"I00014, I00016, I00013, I00015, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,9750,11000,20750
HTID165,CTID165,2025-05-02,"I00016, I00006, I00001, I00005, I00017",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6250,12000,18250
HTID166,CTID166,2025-05-02,"I00007, I00017, I00003, I00004",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,12000,17750
HTID167,CTID167,2025-05-02,"I00014, I00016, I00013, I00018, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,10000,13500,23500
HTID168,CTID168,2025-05-02,"I00005, I00008, I00017, I00012",0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,5000,5000,10000
HTID169,CTID169,2025-05-03,"I00007, I00017, I00003, I00004",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,1500,7250
HTID170,CTID170,2025-05-03,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,12250,20500
HTID171,CTID171,2025-05-04,"I00001, I00004, I00007, I00003, I00017",1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6000,1500,7500
HTID172,CTID172,2025-05-04,"I00017, I00005, I00010, I00008",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5500,12000,17500
HTID173,CTID173,2025-05-04,"I00007, I00017, I00003, I00004",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,20750,26500
HTID174,CTID174,2025-05-04,"I00014, I00016, I00013, I00015, I00018, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,10750,16000,26750
HTID175,CTID175,2025-05-05,"I00014, I00016, I00013, I00015, I00018, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,11000,8000,19000
HTID176,CTID176,2025-05-06,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,12000,20250
HTID177,CTID177,2025-05-07,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,5000,13250
HTID178,CTID178,2025-05-07,"I00014, I00016, I00013, I00015, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,10000,11000,21000
HTID179,CTID179,2025-05-08,"I00014, I00016, I00013, I00015, I00018, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,10750,5000,15750
HTID180,CTID180,2025-05-08,"I00007, I00017, I00003, I00004",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,13500,19250
HTID181,CTID181,2025-05-08,"I00008, I00011, I00005, I00010, I00017",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,7000,9000,16000
HTID182,CTID182,2025-05-08,"I00014, I00016, I00013, I00018, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,10250,17000,27250
HTID183,CTID183,2025-05-09,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,4000,13000
HTID184,CTID184,2025-05-09,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,9000,17250
HTID185,CTID185,2025-05-10,"I00014, I00016, I00013, I00015, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,10000,3000,13000
HTID186,CTID186,2025-05-10,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,4000,12250
HTID187,CTID187,2025-05-10,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,3000,11250
HTID188,CTID188,2025-05-10,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,10000,18250
HTID189,CTID189,2025-05-10,"I00016, I00006, I00001, I00002, I00005, I00017",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7000,8000,15000
HTID190,CTID190,2025-05-11,"I00007, I00017, I00003, I00004",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,4000,9750
HTID191,CTID191,2025-05-11,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,9000,17250
HTID192,CTID192,2025-05-11,"I00014, I00016, I00013, I00015, I00018, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,10750,13500,24250
HTID193,CTID193,2025-05-11,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,10000,19000
HTID194,CTID194,2025-05-12,"I00007, I00017, I00003, I00004",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,15000,20750
HTID195,CTID195,2025-05-12,"I00007, I00017, I00003, I00004",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,6000,11750
HTID196,CTID196,2025-05-12,"I00007, I00017, I00003, I00004",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,5750,11500
HTID197,CTID197,2025-05-13,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,13000,22000
HTID198,CTID198,2025-05-13,"I00008, I00011, I00005, I00010, I00017",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,7000,13500,20500
HTID199,CTID199,2025-05-13,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,7500,15750
HTID200,CTID200,2025-05-13,"I00014, I00016, I00013, I00015, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,9750,11000,20750
HTID201,CTID201,2025-05-14,"I00014, I00016, I00013, I00015, I00018, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,11000,5000,16000
HTID202,CTID202,2025-05-15,"I00007, I00017, I00003, I00004",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,4000,9750
HTID203,CTID203,2025-05-15,"I00014, I00016, I00013, I00015, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,10000,13500,23500
HTID204,CTID204,2025-05-15,"I00008, I00011, I00005, I00010, I00017",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,7000,14250,21250
HTID205,CTID205,2025-05-15,"I00014, I00016, I00013, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,9250,5000,14250
HTID206,CTID206,2025-05-17,"I00014, I00016, I00013, I00015, I00018, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,11000,3000,14000
HTID207,CTID207,2025-05-18,"I00007, I00017, I00003, I00004",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,10000,15750
HTID208,CTID208,2025-05-18,"I00014, I00016, I00013, I00015, I00018, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,11000,12000,23000
HTID209,CTID209,2025-05-18,"I00017, I00005, I00010, I00008",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5500,11000,16500
HTID210,CTID210,2025-05-19,"I00008, I00011, I00005, I00010, I00017",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,7000,16000,23000
HTID211,CTID211,2025-05-19,"I00001, I00004, I00007, I00003, I00017",1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6000,4000,10000
HTID212,CTID212,2025-05-19,"I00006, I00005, I00017, I00014",0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6500,1500,8000
HTID213,CTID213,2025-05-19,"I00014, I00016, I00013, I00015, I00018, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,10750,7000,17750
HTID214,CTID214,2025-05-19,"I00007, I00017, I00003, I00004",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,13250,19000
HTID215,CTID215,2025-05-20,"I00014, I00016, I00013, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,9000,12000,21000
HTID216,CTID216,2025-05-21,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,5000,14000
HTID217,CTID217,2025-05-21,"I00014, I00016, I00013, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,9000,3000,12000
HTID218,CTID218,2025-05-21,"I00017, I00005, I00010, I00008",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5500,11000,16500
HTID219,CTID219,2025-05-21,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,8000,17000
HTID220,CTID220,2025-05-22,"I00008, I00011, I00005, I00010, I00017",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,7000,16500,23500
HTID221,CTID221,2025-05-22,"I00014, I00016, I00013, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,9000,12000,21000
HTID222,CTID222,2025-05-23,"I00014, I00016, I00013, I00018, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,10250,10000,20250
HTID223,CTID223,2025-05-23,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,12000,20250
HTID224,CTID224,2025-05-23,"I00017, I00005, I00010, I00008",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5500,12000,17500
HTID225,CTID225,2025-05-23,"I00014, I00016, I00013, I00015, I00018, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,10750,1500,12250
HTID226,CTID226,2025-05-24,"I00016, I00006, I00001, I00002, I00005, I00017",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7000,9000,16000
HTID227,CTID227,2025-05-24,"I00014, I00016, I00013, I00015, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,10000,15000,25000
HTID228,CTID228,2025-05-25,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,1000,10000
HTID229,CTID229,2025-05-25,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,12000,21000
HTID230,CTID230,2025-05-27,"I00014, I00016, I00013, I00015, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,10000,4000,14000
HTID231,CTID231,2025-05-27,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,13500,22500
HTID232,CTID232,2025-05-27,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,8000,16250
HTID233,CTID233,2025-05-28,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,13500,22500
HTID234,CTID234,2025-05-28,"I00016, I00006, I00001, I00005, I00017",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6250,4000,10250
HTID235,CTID235,2025-05-29,"I00007, I00017, I00003, I00004",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,4000,9750
HTID236,CTID236,2025-05-29,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,13500,22500
HTID237,CTID237,2025-05-29,"I00014, I00016, I00013, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,9000,3000,12000
HTID238,CTID238,2025-05-29,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,11000,20000
HTID239,CTID239,2025-05-29,"I00014, I00016, I00013, I00015, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,10000,15000,25000
HTID240,CTID240,2025-05-30,"I00014, I00016, I00013, I00015, I00018, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,10750,14250,25000
HTID241,CTID241,2025-06-01,"I00014, I00016, I00013, I00015, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,9750,3000,12750
HTID242,CTID242,2025-06-01,"I00007, I00017, I00003, I00004",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,10000,15750
HTID243,CTID243,2025-06-01,"I00014, I00016, I00013, I00015, I00018, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,11000,1000,12000
HTID244,CTID244,2025-06-02,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,13500,22500
HTID245,CTID245,2025-06-03,"I00008, I00011, I00005, I00010, I00017, I00012",0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,8500,13500,22000
HTID246,CTID246,2025-06-03,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,13500,21750
HTID247,CTID247,2025-06-03,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,6000,15000
HTID248,CTID248,2025-06-03,"I00014, I00016, I00013, I00015, I00018, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,11000,1500,12500
HTID249,CTID249,2025-06-03,"I00008, I00011, I00005, I00010, I00017",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,7000,5000,12000
HTID250,CTID250,2025-06-04,"I00014, I00016, I00013, I00018, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,10250,11000,21250
HTID251,CTID251,2025-06-04,"I00014, I00016, I00013, I00015, I00018, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,10750,12000,22750
HTID252,CTID252,2025-06-04,"I00007, I00017, I00003, I00004",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,4000,9750
HTID253,CTID253,2025-06-05,"I00014, I00016, I00013, I00015, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,10000,10000,20000
HTID254,CTID254,2025-06-05,"I00008, I00011, I00005, I00010, I00017",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,7000,12000,19000
HTID255,CTID255,2025-06-06,"I00016, I00006, I00001, I00005, I00017",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6250,10000,16250
HTID256,CTID256,2025-06-06,"I00014, I00016, I00013, I00018, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,10250,8000,18250
HTID257,CTID257,2025-06-06,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,4000,12250
HTID258,CTID258,2025-06-06,"I00008, I00011, I00005, I00010, I00017",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,7000,13500,20500
HTID259,CTID259,2025-06-07,"I00016, I00006, I00001, I00005, I00017",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6250,5000,11250
HTID260,CTID260,2025-06-07,"I00014, I00016, I00013, I00018, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,10000,5000,15000
HTID261,CTID261,2025-06-07,"I00007, I00017, I00003, I00004",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,10000,15750
HTID262,CTID262,2025-06-07,"I00014, I00016, I00013, I00015, I00018, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,11000,13500,24500
HTID263,CTID263,2025-06-07,"I00007, I00011, I00010, I00008",0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,5500,12000,17500
HTID264,CTID264,2025-06-08,"I00008, I00005, I00010, I00017, I00012",0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,7000,11000,18000
HTID265,CTID265,2025-06-08,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,4000,12250
HTID266,CTID266,2025-06-08,"I00014, I00016, I00013, I00015, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,10000,750,10750
HTID267,CTID267,2025-06-10,"I00002, I00010, I00001, I00012",1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4500,13500,18000
HTID268,CTID268,2025-06-10,"I00007, I00017, I00003, I00004",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,4000,9750
HTID269,CTID269,2025-06-12,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,13250,21500
HTID270,CTID270,2025-06-12,"I00014, I00016, I00013, I00015, I00018, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,11000,10250,21250
HTID271,CTID271,2025-06-12,"I00008, I00011, I00005, I00010, I00017, I00012",0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,8500,10000,18500
HTID272,CTID272,2025-06-12,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,13500,21750
HTID273,CTID273,2025-06-12,"I00014, I00016, I00013, I00015, I00018, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,10750,10000,20750
HTID274,CTID274,2025-06-13,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,8000,17000
HTID275,CTID275,2025-06-14,"I00014, I00016, I00013, I00015, I00018, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,10750,5000,15750
HTID276,CTID276,2025-06-14,"I00007, I00017, I00003, I00004",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,4000,9750
HTID277,CTID277,2025-06-15,"I00016, I00006, I00001, I00005, I00017",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6250,9000,15250
HTID278,CTID278,2025-06-15,"I00014, I00016, I00013, I00018, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,10000,12000,22000
HTID279,CTID279,2025-06-15,"I00016, I00006, I00001, I00002, I00005, I00017",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7000,5500,12500
HTID280,CTID280,2025-06-15,"I00016, I00006, I00001, I00002, I00005, I00017",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7000,13250,20250
HTID281,CTID281,2025-06-15,"I00015, I00009, I00011, I00007, I00012",0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,7250,1500,8750
HTID282,CTID282,2025-06-16,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,5000,13250
HTID283,CTID283,2025-06-16,"I00008, I00011, I00005, I00010, I00017",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,7000,4000,11000
HTID284,CTID284,2025-06-17,"I00006, I00011, I00016",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5000,10250,15250
HTID285,CTID285,2025-06-17,"I00007, I00017, I00003, I00004",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,5000,10750
HTID286,CTID286,2025-06-17,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,13250,22250
HTID287,CTID287,2025-06-18,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,12000,20250
HTID288,CTID288,2025-06-18,"I00007, I00017, I00003, I00004",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,7500,13250
HTID289,CTID289,2025-06-19,"I00014, I00016, I00013, I00018, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,10000,13250,23250
HTID290,CTID290,2025-06-20,"I00016, I00006, I00001, I00005, I00017",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6250,5500,11750
HTID291,CTID291,2025-06-20,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,9000,18000
HTID292,CTID292,2025-06-20,"I00014, I00016, I00013, I00018, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,10000,13250,23250
HTID293,CTID293,2025-06-20,"I00008, I00005, I00010, I00017, I00012",0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,7000,4000,11000
HTID294,CTID294,2025-06-21,"I00014, I00016, I00013, I00015, I00018, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,10750,11000,21750
HTID295,CTID295,2025-06-21,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,11000,19250
HTID296,CTID296,2025-06-21,"I00008, I00011, I00005, I00010, I00017",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,7000,9000,16000
HTID297,CTID297,2025-06-21,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,12000,21000
HTID298,CTID298,2025-06-22,"I00008, I00011, I00005, I00010, I00017",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,7000,5000,12000
HTID299,CTID299,2025-06-22,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,19500,27750
HTID300,CTID300,2025-06-22,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,10000,19000
HTID301,CTID301,2025-06-23,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,6000,14250
HTID302,CTID302,2025-06-23,"I00016, I00006, I00001, I00005, I00017",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6250,4000,10250
HTID303,CTID303,2025-06-23,"I00014, I00016, I00013, I00015, I00018, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,10750,6000,16750
HTID304,CTID304,2025-06-24,"I00001, I00008, I00005, I00011, I00003",1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4000,13500,17500
