customer_transaction_id,transaction_date,services_availed,S00001,S00002,S00003,S00004,S00005,S00006,S00007,S00008,S00009,S00010,S00011,S00012,S00013,S00014,S00015,S00016,S00017,S00018,S00019,S00020,S00021,S00022,S00023,S00024,S00025,Total_Service_Cost,Total_Item_Cost,Total_Transaction_Cost
CTID171,2025-05-01,S00007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,6000,7500
CTID172,2025-05-01,"S00013, S00012",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12000,5500,17500
CTID173,2025-05-01,"S00025, S00011, S00003, S00001",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20750,5750,26500
CTID174,2025-05-01,"S00017, S00001, S00006",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16000,10750,26750
CTID175,2025-05-02,"S00004, S00001",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,11000,19000
CTID176,2025-05-03,"S00013, S00012",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12000,8250,20250
CTID177,2025-05-03,S00005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,8250,13250
CTID178,2025-05-04,"S00003, S00001",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,10000,21000
CTID179,2025-05-05,S00005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,10750,15750
CTID180,2025-05-05,"S00013, S00012, S00014",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13500,5750,19250
CTID181,2025-05-05,"S00016, S00018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9000,7000,16000
CTID182,2025-05-06,"S00013, S00012, S00008",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17000,10250,27250
CTID183,2025-05-06,S00019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4000,9000,13000
CTID184,2025-05-07,"S00016, S00018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9000,8250,17250
CTID185,2025-05-07,S00016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3000,10000,13000
CTID186,2025-05-08,"S00017, S00016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4000,8250,12250
CTID187,2025-05-09,S00004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,8250,11250
CTID188,2025-05-09,"S00017, S00016, S00018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,10000,8250,18250
CTID189,2025-05-09,"S00004, S00001",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,7000,15000
CTID190,2025-05-09,"S00017, S00016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4000,5750,9750
CTID191,2025-05-10,"S00017, S00005, S00016",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9000,8250,17250
CTID192,2025-05-11,"S00013, S00012, S00014",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13500,10750,24250
CTID193,2025-05-11,"S00019, S00005, S00020",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10000,9000,19000
CTID194,2025-05-11,"S00001, S00006",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,5750,20750
CTID195,2025-05-12,S00012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,5750,11750
CTID196,2025-05-12,"S00022, S00008",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,5750,11500
CTID197,2025-05-12,"S00021, S00001, S00005",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13000,9000,22000
CTID198,2025-05-14,"S00013, S00012, S00014",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13500,7000,20500
CTID199,2025-05-14,S00025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7500,8250,15750
CTID200,2025-05-15,"S00003, S00001",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,9750,20750
CTID201,2025-05-15,"S00019, S00020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5000,11000,16000
CTID202,2025-05-15,"S00017, S00016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4000,5750,9750
CTID203,2025-05-15,"S00013, S00012, S00014",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13500,10000,23500
CTID204,2025-05-16,"S00011, S00004, S00015, S00001",1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14250,7000,21250
CTID205,2025-05-16,S00001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,9250,14250
CTID206,2025-05-16,S00004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,11000,14000
CTID207,2025-05-17,"S00001, S00005",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,5750,15750
CTID208,2025-05-18,"S00013, S00012",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12000,11000,23000
CTID209,2025-05-19,"S00013, S00001",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11000,5500,16500
CTID210,2025-05-20,"S00013, S00024, S00012",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,16000,7000,23000
CTID211,2025-05-20,"S00017, S00016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4000,6000,10000
CTID212,2025-05-21,S00007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,6500,8000
CTID213,2025-05-21,"S00017, S00010, S00016",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7000,10750,17750
CTID214,2025-05-21,"S00011, S00003, S00001",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13250,5750,19000
CTID215,2025-05-21,"S00013, S00012",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12000,9000,21000
CTID216,2025-05-21,"S00019, S00020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5000,9000,14000
CTID217,2025-05-21,S00004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,9000,12000
CTID218,2025-05-22,"S00009, S00005",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,5500,16500
CTID219,2025-05-22,"S00004, S00001",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,9000,17000
CTID220,2025-05-22,"S00013, S00004, S00012, S00014",0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,16500,7000,23500
CTID221,2025-05-23,"S00013, S00012",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12000,9000,21000
CTID222,2025-05-23,"S00017, S00009, S00016",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10000,10250,20250
CTID223,2025-05-23,"S00013, S00012",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12000,8250,20250
CTID224,2025-05-23,"S00013, S00012",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12000,5500,17500
CTID225,2025-05-23,S00007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,10750,12250
CTID226,2025-05-24,"S00019, S00005",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9000,7000,16000
CTID227,2025-05-25,"S00013, S00012, S00021",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,15000,10000,25000
CTID228,2025-05-25,S00017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1000,9000,10000
CTID229,2025-05-25,"S00003, S00020, S00001",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12000,9000,21000
CTID230,2025-05-25,"S00017, S00016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4000,10000,14000
CTID231,2025-05-25,"S00013, S00012, S00014",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13500,9000,22500
CTID232,2025-05-26,"S00004, S00001",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,8250,16250
CTID233,2025-05-26,"S00013, S00012, S00014",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13500,9000,22500
CTID234,2025-05-26,"S00017, S00016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4000,6250,10250
CTID235,2025-05-27,"S00017, S00016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4000,5750,9750
CTID236,2025-05-27,"S00013, S00012, S00014",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13500,9000,22500
CTID237,2025-05-27,S00010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,9000,12000
CTID238,2025-05-27,"S00019, S00018, S00020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,11000,9000,20000
CTID239,2025-05-28,"S00008, S00023",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15000,10000,25000
CTID240,2025-05-28,"S00011, S00004, S00015, S00001",1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14250,10750,25000
CTID241,2025-05-28,S00016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3000,9750,12750
CTID242,2025-05-28,S00006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,5750,15750
CTID243,2025-05-29,S00020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1000,11000,12000
CTID244,2025-05-29,"S00013, S00012, S00014",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13500,9000,22500
CTID245,2025-05-29,"S00013, S00012, S00014",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13500,8500,22000
CTID246,2025-05-29,"S00013, S00012, S00014",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13500,8250,21750
CTID247,2025-05-30,S00003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,9000,15000
CTID248,2025-05-30,S00007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,11000,12500
CTID249,2025-05-31,"S00019, S00020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5000,7000,12000
CTID250,2025-05-31,"S00003, S00001",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,10250,21250
CTID251,2025-06-01,"S00013, S00012",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12000,10750,22750
CTID252,2025-06-01,"S00017, S00016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4000,5750,9750
CTID253,2025-06-02,S00006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,20000
CTID254,2025-06-04,"S00013, S00012",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12000,7000,19000
CTID255,2025-06-04,"S00017, S00016, S00018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,10000,6250,16250
CTID256,2025-06-05,"S00005, S00016",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8000,10250,18250
CTID257,2025-06-05,S00019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4000,8250,12250
CTID258,2025-06-06,"S00013, S00012, S00014",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13500,7000,20500
CTID259,2025-06-08,S00008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,6250,11250
CTID260,2025-06-08,"S00019, S00020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5000,10000,15000
CTID261,2025-06-08,"S00001, S00005",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,5750,15750
CTID262,2025-06-08,"S00013, S00012, S00014",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13500,11000,24500
CTID263,2025-06-08,"S00013, S00012",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12000,5500,17500
CTID264,2025-06-09,"S00003, S00001",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,7000,18000
CTID265,2025-06-09,S00019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4000,8250,12250
CTID266,2025-06-09,S00022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,750,10000,10750
CTID267,2025-06-10,"S00013, S00012, S00014",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13500,4500,18000
CTID268,2025-06-10,"S00017, S00016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4000,5750,9750
CTID269,2025-06-11,"S00011, S00003, S00001",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13250,8250,21500
CTID270,2025-06-12,"S00011, S00004, S00001",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10250,11000,21250
CTID271,2025-06-12,"S00001, S00005",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,8500,18500
CTID272,2025-06-13,"S00013, S00012, S00014",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13500,8250,21750
CTID273,2025-06-14,"S00001, S00005",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10750,20750
CTID274,2025-06-15,"S00004, S00001",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,9000,17000
CTID275,2025-06-15,"S00019, S00020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5000,10750,15750
CTID276,2025-06-16,S00019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4000,5750,9750
CTID277,2025-06-16,"S00019, S00015, S00020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,9000,6250,15250
CTID278,2025-06-17,"S00013, S00012",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12000,10000,22000
CTID279,2025-06-17,"S00017, S00007, S00016",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5500,7000,12500
CTID280,2025-06-18,"S00011, S00003, S00001",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13250,7000,20250
CTID281,2025-06-18,S00007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,7250,8750
CTID282,2025-06-18,"S00019, S00020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5000,8250,13250
CTID283,2025-06-19,"S00017, S00016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4000,7000,11000
CTID284,2025-06-19,"S00011, S00004, S00001",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10250,5000,15250
CTID285,2025-06-19,S00005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,5750,10750
CTID286,2025-06-20,"S00011, S00003, S00001",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13250,9000,22250
CTID287,2025-06-20,"S00013, S00012",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12000,8250,20250
CTID288,2025-06-20,"S00003, S00014",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7500,5750,13250
CTID289,2025-06-21,"S00011, S00003, S00001",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13250,10000,23250
CTID290,2025-06-21,"S00017, S00007, S00016",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5500,6250,11750
CTID291,2025-06-21,"S00016, S00018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9000,9000,18000
CTID292,2025-06-22,"S00011, S00003, S00001",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13250,10000,23250
CTID293,2025-06-22,S00015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4000,7000,11000
CTID294,2025-06-22,"S00003, S00001",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,10750,21750
CTID295,2025-06-22,"S00003, S00001",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,8250,19250
CTID296,2025-06-22,"S00016, S00018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9000,7000,16000
CTID297,2025-06-23,"S00013, S00012",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12000,9000,21000
CTID298,2025-06-23,"S00019, S00020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5000,7000,12000
CTID299,2025-06-24,"S00013, S00003, S00012, S00014",0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,19500,8250,27750
CTID300,2025-06-24,"S00001, S00005",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,9000,19000
CTID301,2025-06-25,S00003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,8250,14250
CTID302,2025-06-25,"S00017, S00016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4000,6250,10250
CTID303,2025-06-25,S00003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,10750,16750
CTID304,2025-06-25,"S00013, S00012, S00014",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13500,4000,17500
CTID305,2025-06-26,"S00017, S00016, S00018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,10000,7000,17000
CTID306,2025-06-27,"S00011, S00003, S00001",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13250,5750,19000
CTID307,2025-06-27,"S00013, S00012, S00014",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13500,8250,21750
CTID308,2025-06-27,S00006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,5750,15750
CTID309,2025-06-27,"S00004, S00001",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,8250,16250
CTID310,2025-06-27,"S00013, S00012",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12000,9000,21000
CTID311,2025-06-27,"S00013, S00012",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12000,5500,17500
CTID312,2025-06-28,S00003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,7000,13000
CTID313,2025-06-28,"S00019, S00020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5000,10000,15000
CTID314,2025-06-29,S00019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4000,8250,12250
CTID315,2025-06-29,"S00013, S00012, S00014",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13500,9250,22750
CTID316,2025-06-29,"S00006, S00005",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,9000,24000
CTID317,2025-07-01,"S00013, S00012",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12000,8250,20250
CTID318,2025-07-01,"S00016, S00018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9000,5750,14750
CTID319,2025-07-01,"S00013, S00012, S00002",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14250,10750,25000
CTID320,2025-07-01,"S00013, S00001, S00005",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16000,8500,24500
CTID321,2025-07-02,S00019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4000,5750,9750
CTID322,2025-07-02,"S00003, S00019, S00001",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15000,8250,23250
CTID323,2025-07-02,S00006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10750,20750
CTID324,2025-07-03,"S00011, S00004",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5250,6000,11250
CTID325,2025-07-03,"S00019, S00020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5000,8250,13250
CTID326,2025-07-03,S00006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,20000
CTID327,2025-07-04,"S00013, S00012, S00014",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13500,5750,19250
CTID328,2025-07-04,S00015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4000,5750,9750
CTID329,2025-07-04,S00007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,8250,9750
CTID330,2025-07-04,"S00013, S00012",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12000,10000,22000
CTID331,2025-07-05,S00007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,9000,10500
CTID332,2025-07-05,"S00011, S00004",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5250,9000,14250
CTID333,2025-07-05,"S00016, S00018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9000,10250,19250
CTID334,2025-07-06,"S00001, S00006",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,9750,24750
CTID335,2025-07-06,S00024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4000,9000,13000
CTID336,2025-07-06,S00016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3000,7000,10000
CTID337,2025-07-06,S00019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4000,9000,13000
CTID338,2025-07-06,S00001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,6000,11000
CTID339,2025-07-07,"S00025, S00001, S00006",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22500,8250,30750
CTID340,2025-07-07,S00006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,5500,15500
CTID341,2025-07-07,S00014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1500,10000,11500
CTID342,2025-07-08,"S00013, S00012, S00014",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13500,9000,22500
CTID343,2025-07-09,"S00017, S00016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4000,9000,13000
